order_id,order_date,customer_id,customer_city,channel,category,product_name,quantity,unit_price,unit_cost,discount_pct,payment_method,returned
702968,2023-11-18,C101366,Lahore,Online,Kurtas,Embroidered Kurta,1,2860,1330,0,Bank Transfer,No
701042,2024-05-14,C101009,,Online,T-Shirts,Classic Cotton Tee,1,1220,670,20,Wallet,No
701904,2025-04-17,C101690,faisalabad,Online,T-Shirts,Classic Cotton Tee,3,1280,740,10,COD,No
702354,2025-05-22,C100715,Lahore,Store,T-Shirts,Graphic Print Tee,3,1600,820,0,Wallet,No
704489,2023-12-27,C100061,Karachi,Store,Accessories,Sunglasses,3,2180,1220,10,Bank Transfer,No
700447,2024-08-07,C101749,Karachi,Store,T-Shirts,Graphic Print Tee,2,1590,830,0,Bank Transfer,No
702744,2025-01-19,C100306,Karachi,Store,Kurtas,Cotton Kurta,2,1870,1210,0,Wallet,No
701966,2024-10-12,C102000,Multan,Store,Shoes,Boots,1,6850,3400,0,COD,No
701886,2024-04-25,C100183,Karachi,Store,T-Shirts,Oversized Tee,1,1840,900,0,Card,No
702128,2024-02-07,C102197,Islamabad,Store,Jeans,Straight Leg Jeans,3,3190,1460,0,Bank Transfer,No
700340,2025-01-29,C101279,Islamabad,Online,Jeans,Ripped Jeans,1,3860,1860,10,Card,No
704742,2024-04-25,C102157,Karachi,Store,Kurtas,Embroidered Kurta,1,2870,1570,10,Card,No
704133,2025-06-12,C102128,Lahore,Online,T-Shirts,Oversized Tee,1,1790,1160,0,Bank Transfer,No
703449,2023-07-22,C100171,Islamabad,Online,Dresses,Wrap Dress,1,4170,2670,0,COD,No
700337,2025-03-18,C100256,Faisalabad,Store,T-Shirts,Oversized Tee,3,1870,980,0,Card,No
701183,2024-03-13,C101639,Rawalpindi,Online,Jeans,Slim Fit Jeans,2,3510,2200,10,COD,No
703749,2025-02-06,C101529,Karachi,Store,Jackets,Hooded Jacket,1,4680,2990,0,Card,No
701709,2023-12-10,C102042,Islamabad,Store,Jackets,Hooded Jacket,1,4690,2720,0,COD,No
703043,2024-01-09,C102054,karachi,Store,shoes,Sneakers,1,4660,2760,0,Wallet,No
703832,2023-07-09,C100200,Faisalabad,Online,Shoes,Sneakers,1,4650,2900,0,Bank Transfer,Yes
700199,2025-05-11,C100429,Faisalabad,Store,Shoes,Loafers,1,5570,3490,0,COD,No
701534,2024-08-25,C101947,Peshawar,Online,kurtas,Cotton Kurta,2,1890,1200,10,Bank Transfer,No
704678,2024-10-19,C101840,Lahore,Store,Kurtas,Cotton Kurta,2,1830,890,0,COD,No
701113,2023-07-25,C101297,Lahore,Store,Accessories,Tote Bag,1,1550,730,10,COD,No
702156,2024-01-25,C100212,Lahore,Online,Accessories,Sunglasses,3,2240,1100,0,Card,No
704729,2025-05-25,C100575,Islamabad,Online,Jackets,Bomber Jacket,2,5150,3250,0,Card,No
704961,2024-11-25,C100772,Islamabad,Store,T-Shirts,Oversized Tee,2,1900,970,20,Bank Transfer,No
703047,2024-04-10,C100291,Lahore,Online,Accessories,Tote Bag,3,1710,810,15,Card,No
701140,2025-05-06,C101066,Karachi,Online,Shoes,Sneakers,2,4530,2780,0,COD,No
700017,2024-04-15,C101321,Karachi,Online,Shoes,Boots,1,6990,4500,0,Wallet,No
703049,2024-12-20,C100707,Faisalabad,Online,Jackets,Denim Jacket,2,5660,3670,20,COD,No
700012,2024-07-15,C101332,Islamabad,Online,Shoes,Boots,1,6580,4040,0,COD,No
701030,2023-08-25,C100229,Lahore,Online,Dresses,Bodycon Dress,1,3640,2330,0,COD,No
703248,2024-01-14,C100549,Karachi,Store,Jackets,Bomber Jacket,2,5120,3190,15,Bank Transfer,No
704884,2024-01-02,C101656,Lahore,Store,T-Shirts,Oversized Tee,1,1900,960,0,COD,No
701537,2023-10-27,C101075,Karachi,Store,T-Shirts,Classic Cotton Tee,1,1290,680,0,Wallet,No
704092,2024-12-10,C101940,Lahore,Online,T-Shirts,Oversized Tee,1,1820,1170,0,Card,No
702592,2024-08-13,C101921,Karachi,Online,Dresses,Maxi Dress,1,4810,2930,0,Bank Transfer,No
703301,2024-12-27,C100937,Lahore,Online,Jeans,High-Waist Jeans,1,4450,2030,0,Card,No
704451,2025-02-25,C100775,Multan,Online,Accessories,Baseball Cap,2,870,520,0,COD,No
703730,2025-03-15,C101673,Lahore,Online,Jeans,Slim Fit Jeans,2,3440,1910,0,Card,No
700962,2024-05-18,C100474,Karachi,Online,Kurtas,Printed Kurta,3,2550,1270,0,COD,No
704710,2024-01-05,C100388,Lahore,Online,Jackets,Puffer Jacket,3,6950,3660,10,Wallet,No
702998,2023-10-27,C101356,Islamabad,Store,Accessories,Baseball Cap,2,910,490,10,COD,No
703704,2024-11-06,C100916,Lahore,Store,Shoes,Boots,1,6360,3400,20,COD,No
702857,2023-07-12,C100723,Sialkot,Store,Jackets,Bomber Jacket,3,5060,2490,0,Wallet,No
702842,2024-09-10,C101839,Faisalabad,Store,Jeans,Slim Fit Jeans,1,3510,1820,0,Bank Transfer,No
703229,2024-07-29,C101962,Islamabad,Store,T-Shirts,Classic Cotton Tee,1,1250,710,10,Card,No
700355,2024-08-28,C102064,Karachi,Online,T-Shirts,Oversized Tee,2,1800,990,0,COD,No
701851,2024-05-17,C100218,Peshawar,Store,T-Shirts,Classic Cotton Tee  ,1,1180,610,10,COD,No
702372,2024-05-04,C102006,Karachi,Online,T-Shirts,Oversized Tee,1,1920,900,0,Bank Transfer,No
702422,2025-04-07,C100568,Karachi,Store,Dresses,Wrap Dress,1,4100,2120,20,Card,No
701359,2024-01-09,C101927,Rawalpindi,Online,Kurtas,Embroidered Kurta,1,2750,1570,0,Wallet,No
704443,2025-04-06,C101710,Faisalabad,Online,Shoes,Boots,2,6370,3880,0,Card,No
704225,2023-12-09,C100347,Lahore,Online,Shoes,Loafers,2,5480,2720,15,Card,No
700692,2023-09-08,C100181,Peshawar,Online,Jackets,Denim Jacket,2,5580,3450,15,Card,No
704024,2024-03-02,C101808,Karachi,Online,Jeans,Straight Leg Jeans,1,3440,1720,0,Bank Transfer,No
703265,2024-01-27,C101742,lahore,Store,Jeans,High-Waist Jeans,1,4440,2160,0,COD,No
704870,2024-05-06,C100312,Lahore,Online,Dresses,Wrap Dress,2,3870,1930,15,Wallet,No
700115,2024-02-10,C100246,Islamabad,Online,Jackets,Puffer Jacket,1,6640,3530,0,Card,No
702690,2023-11-23,C100294,Multan,Online,Dresses,Maxi Dress,2,4470,2310,20,COD,Yes
702123,2024-09-13,C101598,Faisalabad,Store,T-Shirts,Polo Shirt,1,2250,1110,0,Card,No
701881,2024-10-08,C100410,Rawalpindi,Store,Jeans,Straight Leg Jeans,1,3210,1800,0,Card,Yes
701382,2025-06-08,C101799,Islamabad,Online,Dresses,Maxi Dress,1,4810,2700,10,Card,No
703327,2025-03-26,C100659,Karachi,Online,Jackets,Bomber Jacket,2,5150,2770,0,COD,No
701726,2023-09-29,C101390,Peshawar,Online,T-Shirts,Polo Shirt,1,2100,1210,0,COD,No
704909,2024-04-25,C100606,Multan,Store,Kurtas,Printed Kurta,1,2380,1300,15,Card,No
701622,2023-10-07,C100011,Peshawar,Store,Shoes,Loafers,1,5020,2440,0,COD,No
704046,2024-11-21,C102046,Karachi,Online,SHOES,Boots,1,6930,3770,20,Bank Transfer,No
703331,2023-08-16,C101521,ISLAMABAD,Online,Jeans,Ripped Jeans,3,3930,1870,0,COD,No
702093,2023-11-13,C100057,Islamabad,Online,Jeans,Ripped Jeans,1,3780,2070,20,COD,No
704787,2023-08-30,C101460,Faisalabad,Online,Dresses,Wrap Dress,1,3890,2110,0,Bank Transfer,No
702549,2025-05-07,C101647,Faisalabad,Store,Kurtas,Festive Kurta,1,4230,2280,10,Card,No
702534,2023-07-08,C101631,Multan,Online,Accessories,Tote Bag,1,1530,900,0,COD,No
705010,2025-04-06,C101220,Lahore,Store,T-Shirts,Polo Shirt,1,2340,1080,10,COD,No
701026,2023-11-07,C100105,Rawalpindi,Store,Jackets,Bomber Jacket,2,4970,2420,15,,No
703225,2024-01-20,C101438,Peshawar,Online,T-Shirts,Polo Shirt,1,2210,1390,0,COD,No
703821,2024-07-08,C101695,Islamabad,Store,Kurtas,Cotton Kurta,2,1920,910,0,COD,No
701505,2024-12-20,C100837,Sialkot,Online,Accessories,Tote Bag,2,1620,770,30,COD,No
705095,2024-01-08,C101038,Karachi,Online,Jackets,Bomber Jacket,2,5600,3370,0,Wallet,No
704166,2024-06-17,C101715,,Online,Jeans,Ripped Jeans,1,3930,2410,0,Bank Transfer,No
701014,2024-06-06,C100627,Lahore,Store,Kurtas,Cotton Kurta,2,1910,1160,0,Card,No
702434,2023-09-23,C100882,Peshawar,Store,Dresses,Summer Floral Dress,3,3420,2000,0,COD,No
703286,2023-11-06,C100652,Rawalpindi,Online,Accessories,Leather Belt,2,1190,630,15,Card,No
704638,2023-07-23,C101496,Multan,Store,Accessories,Leather Belt,1,1250,800,0,COD,No
705081,2023-08-20,C100688,Faisalabad,Online,Jackets,Hooded Jacket,1,4610,2620,0,Card,No
700026,2024-08-19,C101518,Lahore,Online,Dresses,Wrap Dress,1,3920,2280,0,Wallet,Yes
702990,2023-08-28,C102132,Sialkot,Store,Kurtas,Printed Kurta,3,2580,1390,10,Wallet,No
700205,2025-04-12,C101167,Islamabad,Online,T-Shirts,Classic Cotton Tee,3,1240,680,10,COD,No
700589,2024-02-25,C101617,Islamabad,Store,Jeans,High-Waist Jeans,1,4460,2320,0,Wallet,No
703467,2024-11-12,C101282,Karachi,Online,Kurtas,Embroidered Kurta,1,2750,1260,20,Card,Yes
700636,2023-10-17,C101683,Karachi,Store,Jackets,Denim Jacket,1,5520,2820,0,Card,Yes
700460,2023-07-18,C100677,Karachi,Store,Accessories,Tote Bag,2,1710,1100,0,Card,No
704909,2024-04-25,C100606,Multan,Store,Jeans,Ripped Jeans,1,3940,1830,0,Card,No
704823,2024-03-13,C101268,Karachi,Online,Jeans,Ripped Jeans,1,3630,2140,10,Card,No
701033,2023-12-06,C101483,Lahore,Store,Jeans,Straight Leg Jeans,1,3430,1920,20,Wallet,No
702157,2024-06-22,C101769,Multan,Store,T-Shirts,Oversized Tee,1,1850,1140,15,Card,No
704578,2023-08-08,C100710,Sialkot,Online,T-Shirts,Classic Cotton Tee,1,1260,590,0,Card,No
705185,2024-10-05,C102148,Faisalabad,Online,Shoes,Sneakers,1,4300,2470,0,COD,No
705128,2024-05-10,C100100,Peshawar,Store,Jeans,Straight Leg Jeans,2,3130,1750,0,COD,No
701501,2024-09-19,C102057,Karachi,Online,T-Shirts,Classic Cotton Tee,3,1250,570,0,COD,No
700593,2025-02-04,C101790,Faisalabad,Store,Dresses,Summer Floral Dress,2,3410,1600,0,Card,No
703327,2025-03-26,C100659,Karachi,Online,Shoes,Loafers,1,5130,2350,15,COD,Yes
705135,2025-06-05,C100033,Karachi,Online,Accessories,Baseball Cap,2,950,580,0,COD,No
700195,2023-10-14,C100616,Faisalabad,Online,Jeans,Ripped Jeans,1,3700,2100,15,Card,No
704658,2025-01-28,C101643,Lahore,Store,Jeans,Ripped Jeans,2,4040,1890,10,Wallet,No
701358,2023-08-03,C100431,Faisalabad,Online,Shoes,Sneakers  ,1,4500,2510,0,Card,No
704291,2025-05-22,C100073,Lahore,Online,Jeans,Ripped Jeans,2,4070,1950,0,Card,No
704478,2023-12-11,C101710,Faisalabad,Online,Kurtas,Embroidered Kurta,1,2940,1330,20,Card,No
702389,2023-12-19,C101865,Multan,Online,Jackets,Denim Jacket,1,5590,3420,15,COD,No
703190,2023-10-08,C100072,Multan,Online,T-Shirts,Polo Shirt,2,2200,1330,15,Card,No
703484,2024-03-26,C100371,Karachi,Online,T-Shirts,Oversized Tee  ,1,1940,1120,0,Card,No
702237,2024-10-15,C100881,Islamabad,Online,T-Shirts,Classic Cotton Tee,2,1150,590,0,Card,No
700616,2025-01-13,C102153,Faisalabad,Online,Accessories,Leather Belt,1,1210,660,0,COD,No
703995,2023-12-27,C100975,Islamabad,Online,Accessories,Tote Bag,2,1580,770,0,Card,No
701468,2023-12-29,C101016,Rawalpindi,Store,Shoes,Boots,3,6270,2850,0,COD,No
705006,2024-02-29,C100078,Islamabad,Online,Shoes,Boots,1,6350,3380,10,Wallet,No
703155,2024-12-23,C100203,,Online,Shoes,Sneakers,2,4470,2470,20,COD,No
703776,2023-08-19,C102058,Lahore,Online,Accessories,Tote Bag,2,1700,1050,15,COD,No
703095,2024-03-10,C101836,Lahore,Online,Dresses,Wrap Dress,1,3810,2220,0,COD,No
704473,2024-05-10,C100348,Islamabad,Online,Shoes,Sneakers,2,4340,2760,0,Card,No
700874,2024-04-30,C101990,Lahore,Store,Dresses,Maxi Dress,1,4690,2850,10,Card,No
703970,2025-06-06,C101705,Sialkot,Online,Dresses,Maxi Dress,1,4740,2150,0,Bank Transfer,No
702094,2025-04-17,C100814,Lahore,Online,Accessories,Tote Bag,2,1640,830,10,Card,No
703932,2023-09-22,C101567,Lahore,Online,Shoes,Loafers,1,4940,2610,0,Card,No
702612,2023-07-07,C100708,Karachi,Online,Jackets,Bomber Jacket,2,5120,2660,0,COD,No
702319,2023-11-29,C102066,Islamabad,Online,Jackets,Bomber Jacket,1,5270,3000,20,Card,No
700672,2025-04-14,C102138,Faisalabad,Online,Accessories,Tote Bag,2,1630,990,20,Card,Yes
700928,2024-12-02,C101133,Rawalpindi,Online,Accessories,Baseball Cap,2,860,400,20,COD,Yes
702528,2025-02-06,C100124,Lahore,Online,Accessories,Baseball Cap,3,940,530,0,Bank Transfer,No
702250,2025-05-01,C101220,Lahore,Online,Accessories,Sunglasses,1,2370,1150,20,COD,No
703837,2024-03-14,C101201,Islamabad,Online,Accessories,Baseball Cap,1,940,570,10,COD,No
704639,2025-05-17,C100089,Islamabad,Store,Shoes,Sneakers,1,4590,2980,15,COD,Yes
704112,2024-01-19,C101420,Rawalpindi,Online,T-Shirts,Graphic Print Tee,2,1580,950,10,Wallet,No
703876,2025-03-13,C100541,Islamabad,Online,Jackets,Hooded Jacket,2,5150,2590,0,Wallet,No
701350,2025-03-02,C101484,Islamabad,Online,Jackets,Bomber Jacket,2,5110,2950,0,COD,Yes
701338,2024-08-28,C102124,Karachi,Store,Shoes,Loafers,3,5420,3220,0,Wallet,No
703455,2023-09-24,C101618,Sialkot,Online,Jeans,Ripped Jeans,1,3870,1760,0,Card,No
700753,2025-03-26,C101262,Karachi,Online,Accessories,Sunglasses,1,2280,1100,0,COD,No
705060,2023-07-31,C100704,Karachi,Online,Kurtas,Printed Kurta,1,2350,1220,0,Card,No
702443,2024-04-16,C101207,Karachi,Online,Kurtas,Embroidered Kurta,2,2950,1510,20,COD,No
702132,2025-03-09,C102062,Islamabad,Online,Jeans,Slim Fit Jeans,1,3600,1780,0,COD,No
704206,2024-09-23,C102058,Lahore,Online,Accessories,Tote Bag,1,1550,830,10,COD,No
703490,2025-03-10,C100786,Faisalabad,Store,Kurtas,Printed Kurta,2,2380,1120,0,Card,No
704923,2024-04-22,C100124,Lahore,Store,Shoes,Loafers,2,5200,3360,20,Card,No
703745,2024-10-04,C101606,Sialkot,Store,T-Shirts,Polo Shirt,3,2370,1080,0,COD,No
704008,2025-04-07,C101368,Lahore,Store,Kurtas,Printed Kurta,2,2460,1340,10,COD,No
704361,2024-05-24,C101101,Karachi,Store,Kurtas,Embroidered Kurta,3,2870,1630,0,Wallet,No
705151,2025-05-28,C101652,Lahore,Store,TSHIRTS,Graphic Print Tee,1,1490,810,15,Bank Transfer,No
702002,2024-03-13,C101490,Lahore,Online,Jeans,Slim Fit Jeans,1,3560,1610,0,COD,No
700774,2024-03-22,C101386,Rawalpindi,Online,Shoes,Sandals,1,2860,1630,0,COD,Yes
700175,2025-05-16,C100638,Faisalabad,Online,T-Shirts,Graphic Print Tee,1,1470,750,10,COD,No
705031,2025-01-30,C100566,Faisalabad,Store,Dresses,Summer Floral Dress,1,3410,2050,0,Card,No
703691,2023-07-30,C100412,Lahore,Online,Accessories,Tote Bag,3,1530,770,0,Bank Transfer,No
704053,2024-05-06,C100726,Lahore,Online,Shoes,Sneakers,1,4710,2230,10,Bank Transfer,No
701670,2023-11-02,C101830,Karachi,Store,Jackets,Bomber Jacket,2,5420,3100,15,COD,No
703554,2023-11-02,C100102,Karachi,Online,Jackets,Bomber Jacket  ,2,5510,3060,20,COD,No
703520,2023-11-07,C101347,Karachi,Online,Kurtas,Printed Kurta,2,2470,1440,25,COD,No
700814,2025-05-08,C101212,Islamabad,Store,Jackets,Puffer Jacket,1,6700,3930,20,COD,Yes
705177,2023-09-20,C100926,Lahore,Online,Accessories,Sunglasses,1,2310,1260,0,Card,No
700544,2023-11-08,C100166,Multan,Online,Jackets,Denim Jacket,1,5470,2930,20,Card,No
702403,2024-08-17,C102193,Lahore,Store,Kurtas,Embroidered Kurta,1,2970,1550,0,Card,No
703715,2023-11-24,C101902,Multan,Online,Accessories,Tote Bag,1,1680,1070,20,COD,No
701507,2025-05-21,C100963,Lahore,Online,T-Shirts,Graphic Print Tee,1,1590,750,15,Bank Transfer,Yes
704074,2024-02-04,C100296,Sialkot,Store,Accessories,Tote Bag,1,1580,920,0,COD,No
702274,2024-05-10,C101415,Faisalabad,Store,Accessories,Tote Bag,2,1530,980,0,Bank Transfer,No
700226,2024-09-11,C100477,Islamabad,Store,T-Shirts,Classic Cotton Tee,3,1230,680,0,Wallet,No
704273,2025-06-24,C100241,Faisalabad,Online,Kurtas,Embroidered Kurta,1,2990,1900,10,COD,No
704138,2023-11-26,C101185,Multan,Store,Kurtas,Printed Kurta,1,2460,1480,0,Bank Transfer,No
702725,2025-04-19,C100637,Rawalpindi,Store,Shoes,Loafers,1,5610,2620,15,Card,No
703111,2024-04-19,C100166,Multan,Store,Accessories,Leather Belt,1,1280,630,0,Wallet,No
701897,2024-04-28,C102021,Lahore,Store,Kurtas,Printed Kurta,2,2400,1400,15,COD,No
703361,2024-05-19,C101020,Peshawar,Online,Kurtas,Festive Kurta,2,4030,2540,0,COD,No
704864,2023-08-12,C100787,Karachi,Store,Accessories,Baseball Cap,3,890,480,0,Card,Yes
705047,2025-03-27,C101118,Karachi,Online,Kurtas,Printed Kurta,2,2330,1510,15,Card,No
700663,2024-06-26,C100997,LAHORE,Store,Accessories,Baseball Cap,1,970,440,0,COD,No
701081,2025-03-14,C101289,Islamabad,Online,Jeans,Straight Leg Jeans,1,3230,1780,10,Wallet,No
704963,2024-04-17,C100549,Karachi,Online,Dresses,Bodycon Dress,1,3630,1910,0,Card,No
700621,2023-08-08,C100311,Karachi,Store,Shoes,Loafers,1,5040,2700,10,Wallet,No
704328,2024-04-16,C101927,Rawalpindi,Online,Shoes,Loafers,2,5470,3230,15,Card,No
702306,2024-11-08,C100936,Sialkot,Online,T-Shirts,Classic Cotton Tee,2,1290,800,20,COD,No
700881,2023-08-30,C101944,Multan,Online,Shoes,Loafers,2,5020,3130,0,COD,No
700748,2025-06-30,C101311,Peshawar,Store,Dresses,Summer Floral Dress,1,3330,2120,10,Card,No
700202,2023-10-29,C100234,Peshawar,Online,T-Shirts,Polo Shirt,1,2270,1260,0,Card,No
702703,2023-07-04,C101506,Faisalabad,Store,Kurtas,Printed Kurta,1,2430,1370,0,Bank Transfer,No
702149,2024-06-24,C102192,Rawalpindi,Online,Accessories,Baseball Cap,2,890,500,0,Card,No
704500,2024-10-03,C100406,Karachi,Store,Dresses,Bodycon Dress,1,3970,2110,0,COD,No
705073,2024-04-01,C100707,Faisalabad,Store,Dresses,Summer Floral Dress,1,3260,1530,15,COD,No
701660,2023-07-03,C101137,Karachi,Online,Accessories,Sunglasses,2,2370,1440,0,Wallet,No
702221,2025-05-08,C101125,Islamabad,Store,JEANS,High-Waist Jeans,2,4330,2780,10,Card,No
703803,2025-06-07,C101653,Lahore,Store,Dresses,Maxi Dress,3,4660,2910,0,Bank Transfer,No
702094,2025-04-17,C100814,Lahore,Online,Jeans,Slim Fit Jeans,1,3570,1730,15,Card,Yes
700740,2024-05-27,C100748,Faisalabad,Store,Kurtas,Cotton Kurta,3,1830,1140,0,Card,Yes
701706,2024-11-13,C100863,Islamabad,Online,Kurtas,Printed Kurta,1,2430,1350,10,COD,Yes
704912,2024-12-20,C100913,Sialkot,Store,Shoes,Loafers,-2,4960,2580,10,Card,No
703515,2024-08-17,C101913,Islamabad,Online,Shoes,Sneakers,3,4370,2690,0,Card,No
701510,2025-03-23,C101176,Karachi,Online,Dresses,Bodycon Dress,2,4010,2350,0,Wallet,No
704958,2025-04-07,C100292,Peshawar,Online,Kurtas,Festive Kurta,1,4320,2160,0,COD,No
702201,2023-12-18,C100329,Karachi,Online,Jeans,Ripped Jeans,1,4030,2030,0,Card,No
704717,2025-06-16,C101827,Karachi,Store,Jeans,Straight Leg Jeans,1,3390,1640,0,Card,No
701053,2024-05-01,C100110,Karachi,Online,Shoes,Loafers,1,5210,3220,0,Card,No
702447,2024-12-25,C100644,Islamabad,Online,Jeans,Straight Leg Jeans,2,3270,1510,15,Card,No
700135,2024-05-07,C100163,Lahore,Store,Kurtas,Printed Kurta,1,2300,1200,20,COD,No
701116,2023-07-18,C101371,Sialkot,Online,T-Shirts,Polo Shirt,1,2120,1140,0,Card,No
701941,2023-11-15,C100863,Islamabad,Store,Jackets,Denim Jacket,2,5530,3060,20,Card,No
701710,2024-04-10,C100111,Lahore,Store,Kurtas,Festive Kurta,1,4020,1990,15,Card,No
700132,2024-05-02,C100329,Karachi,Store,Jeans,Ripped Jeans,2,3810,2370,10,COD,No
705057,2024-06-14,C100206,Lahore,Store,Dresses,Summer Floral Dress,1,3160,1990,15,Bank Transfer,No
701353,2023-08-20,C101520,Karachi,Store,Dresses,Wrap Dress,3,3930,2510,0,Card,No
702008,2025-05-21,C100033,Karachi,Online,T-Shirts,Oversized Tee,1,1940,1180,15,Wallet,No
700296,2023-08-18,C101590,Lahore,Online,Accessories,Tote Bag,1,1610,920,10,COD,Yes
701280,2023-08-16,C101415,Faisalabad,Online,Accessories,Tote Bag,2,1600,940,0,Wallet,No
703335,2023-10-17,C101685,Lahore,Online,Dresses,Bodycon Dress,1,3620,1910,0,COD,Yes
701567,2024-08-07,C100512,Lahore,Online,Jeans,High-Waist Jeans,2,4120,2260,0,Card,Yes
700763,2024-07-05,C100465,Rawalpindi,Store,Accessories,Sunglasses,1,2270,1090,0,Card,No
702601,2023-11-14,C100230,Lahore,Online,T-Shirts,Oversized Tee,1,1850,1020,0,Bank Transfer,No
700571,2024-03-16,C101074,Multan,Online,Shoes,Sneakers,2,4440,2660,0,Card,No
702750,2024-01-12,C101102,Faisalabad,Online,Accessories,Leather Belt,2,1160,620,0,COD,No
701284,2024-10-13,C101003,Lahore,Online,T-Shirts,Polo Shirt,2,2220,1310,0,Card,No
703344,2023-10-22,C100457,Karachi,Store,Dresses,Wrap Dress,2,4050,2350,10,Card,No
701951,2024-02-18,C100475,Karachi,Store,Dresses,Wrap Dress,1,3980,2370,0,COD,No
702945,2024-04-25,C101483,Lahore,Online,Shoes,Sandals,2,2710,1530,0,COD,No
700470,2025-05-22,C101956,Islamabad,Online,Dresses,Wrap Dress,2,4320,2400,10,COD,No
702742,2024-11-16,C100261,Multan,Online,Kurtas,Embroidered Kurta,1,2960,1520,0,COD,No
702034,2024-05-13,C101634,Sialkot,Online,T-Shirts,Graphic Print Tee,3,1580,830,10,COD,No
703185,2025-04-24,C100138,Faisalabad,Store,Jeans,Ripped Jeans,1,4010,2180,0,Card,No
703873,2023-09-14,C101446,Peshawar,Store,T-Shirts,Graphic Print Tee,2,1550,740,10,Wallet,No
700213,2023-09-08,C100117,Rawalpindi,Online,Dresses,Maxi Dress,1,4400,2040,0,COD,No
703078,2024-05-28,C100588,Lahore,Online,Kurtas,Festive Kurta,1,4520,2170,10,COD,No
700519,2024-03-22,C100531,,Online,Kurtas,Printed Kurta,3,2290,1410,10,COD,No
702642,2025-06-24,C101940,Lahore,Online,T-Shirts,Graphic Print Tee,1,1580,940,0,COD,No
704739,2024-08-10,C101894,Karachi,Online,Jackets,Bomber Jacket,1,0,3050,0,COD,No
700245,2025-01-27,C100217,Lahore,Store,Accessories,Leather Belt,1,1220,630,10,Wallet,No
703582,2024-11-24,C102072,Karachi,Store,Dresses,Bodycon Dress,2,3700,1680,30,Card,No
700057,2025-06-13,C100229,Lahore,Online,Jeans,Ripped Jeans,2,3950,2500,0,Wallet,No
704073,2024-02-19,C101222,Peshawar,Online,Kurtas,Embroidered Kurta,1,2980,1920,15,COD,No
703762,2025-05-01,C101681,Multan,Online,Kurtas,Cotton Kurta,3,2010,1260,10,COD,No
704086,2025-03-23,C101410,Multan,Online,Kurtas,Printed Kurta,2,2490,1460,0,Bank Transfer,No
700835,2024-04-04,C100950,Islamabad,Store,Kurtas,Printed Kurta,1,2380,1110,15,COD,No
701155,2024-10-27,C100638,Faisalabad,Online,Dresses,Summer Floral Dress,3,3320,1900,0,Card,No
704130,2024-10-27,C100603,Rawalpindi,Online,Jeans,High-Waist Jeans,3,4240,1920,10,COD,No
703702,2024-12-27,C100365,Karachi,Online,Kurtas,Printed Kurta,1,2490,1130,10,COD,No
700424,2024-01-28,C100703,Multan,Online,Jackets,Denim Jacket,2,5250,2850,0,COD,No
704000,2024-04-27,C101688,Islamabad,Online,Kurtas,Festive Kurta,1,4120,2630,15,COD,No
702944,2025-06-12,C100094,Karachi,Store,T-Shirts,Oversized Tee,1,1830,1020,0,COD,No
702801,2024-02-01,C101147,Faisalabad,Online,T-Shirts,Polo Shirt,2,2260,1310,0,COD,No
