order_id,order_date,customer_id,customer_city,channel,category,product_name,quantity,unit_price,unit_cost,discount_pct,payment_method,returned,revenue,profit,order_year,order_month
700199,2025-05-11,C100429,Faisalabad,Store,Shoes,Loafers,1,5570,3490,0,COD,No,5570.0,2080.0,2025,2025-05
701534,2024-08-25,C101947,Peshawar,Online,Kurtas,Cotton Kurta,2,1890,1200,10,Bank Transfer,No,3402.0,1002.0,2024,2024-08
704678,2024-10-19,C101840,Lahore,Store,Kurtas,Cotton Kurta,2,1830,890,0,COD,No,3660.0,1880.0,2024,2024-10
701113,2023-07-25,C101297,Lahore,Store,Accessories,Tote Bag,1,1550,730,10,COD,No,1395.0,665.0,2023,2023-07
702156,2024-01-25,C100212,Lahore,Online,Accessories,Sunglasses,3,2240,1100,0,Card,No,6720.0,3420.0,2024,2024-01
704729,2025-05-25,C100575,Islamabad,Online,Jackets,Bomber Jacket,2,5150,3250,0,Card,No,10300.0,3800.0,2025,2025-05
704961,2024-11-25,C100772,Islamabad,Store,T-Shirts,Oversized Tee,2,1900,970,20,Bank Transfer,No,3040.0,1100.0,2024,2024-11
703047,2024-04-10,C100291,Lahore,Online,Accessories,Tote Bag,3,1710,810,15,Card,No,4360.5,1930.5,2024,2024-04
701140,2025-05-06,C101066,Karachi,Online,Shoes,Sneakers,2,4530,2780,0,COD,No,9060.0,3500.0,2025,2025-05
700017,2024-04-15,C101321,Karachi,Online,Shoes,Boots,1,6990,4500,0,Wallet,No,6990.0,2490.0,2024,2024-04
703049,2024-12-20,C100707,Faisalabad,Online,Jackets,Denim Jacket,2,5660,3670,20,COD,No,9056.0,1716.0,2024,2024-12
700012,2024-07-15,C101332,Islamabad,Online,Shoes,Boots,1,6580,4040,0,COD,No,6580.0,2540.0,2024,2024-07
701030,2023-08-25,C100229,Lahore,Online,Dresses,Bodycon Dress,1,3640,2330,0,COD,No,3640.0,1310.0,2023,2023-08
703248,2024-01-14,C100549,Karachi,Store,Jackets,Bomber Jacket,2,5120,3190,15,Bank Transfer,No,8704.0,2324.0,2024,2024-01
704884,2024-01-02,C101656,Lahore,Store,T-Shirts,Oversized Tee,1,1900,960,0,COD,No,1900.0,940.0,2024,2024-01
701537,2023-10-27,C101075,Karachi,Store,T-Shirts,Classic Cotton Tee,1,1290,680,0,Wallet,No,1290.0,610.0,2023,2023-10
704092,2024-12-10,C101940,Lahore,Online,T-Shirts,Oversized Tee,1,1820,1170,0,Card,No,1820.0,650.0,2024,2024-12
702592,2024-08-13,C101921,Karachi,Online,Dresses,Maxi Dress,1,4810,2930,0,Bank Transfer,No,4810.0,1880.0,2024,2024-08
703301,2024-12-27,C100937,Lahore,Online,Jeans,High-Waist Jeans,1,4450,2030,0,Card,No,4450.0,2420.0,2024,2024-12
704451,2025-02-25,C100775,Multan,Online,Accessories,Baseball Cap,2,870,520,0,COD,No,1740.0,700.0,2025,2025-02
703730,2025-03-15,C101673,Lahore,Online,Jeans,Slim Fit Jeans,2,3440,1910,0,Card,No,6880.0,3060.0,2025,2025-03
700962,2024-05-18,C100474,Karachi,Online,Kurtas,Printed Kurta,3,2550,1270,0,COD,No,7650.0,3840.0,2024,2024-05
704710,2024-01-05,C100388,Lahore,Online,Jackets,Puffer Jacket,3,6950,3660,10,Wallet,No,18765.0,7785.0,2024,2024-01
702998,2023-10-27,C101356,Islamabad,Store,Accessories,Baseball Cap,2,910,490,10,COD,No,1638.0,658.0,2023,2023-10
703704,2024-11-06,C100916,Lahore,Store,Shoes,Boots,1,6360,3400,20,COD,No,5088.0,1688.0,2024,2024-11
702857,2023-07-12,C100723,Sialkot,Store,Jackets,Bomber Jacket,3,5060,2490,0,Wallet,No,15180.0,7710.0,2023,2023-07
702842,2024-09-10,C101839,Faisalabad,Store,Jeans,Slim Fit Jeans,1,3510,1820,0,Bank Transfer,No,3510.0,1690.0,2024,2024-09
703229,2024-07-29,C101962,Islamabad,Store,T-Shirts,Classic Cotton Tee,1,1250,710,10,Card,No,1125.0,415.0,2024,2024-07
700355,2024-08-28,C102064,Karachi,Online,T-Shirts,Oversized Tee,2,1800,990,0,COD,No,3600.0,1620.0,2024,2024-08
701851,2024-05-17,C100218,Peshawar,Store,T-Shirts,Classic Cotton Tee,1,1180,610,10,COD,No,1062.0,452.0,2024,2024-05
702372,2024-05-04,C102006,Karachi,Online,T-Shirts,Oversized Tee,1,1920,900,0,Bank Transfer,No,1920.0,1020.0,2024,2024-05
702422,2025-04-07,C100568,Karachi,Store,Dresses,Wrap Dress,1,4100,2120,20,Card,No,3280.0,1160.0,2025,2025-04
701359,2024-01-09,C101927,Rawalpindi,Online,Kurtas,Embroidered Kurta,1,2750,1570,0,Wallet,No,2750.0,1180.0,2024,2024-01
704443,2025-04-06,C101710,Faisalabad,Online,Shoes,Boots,2,6370,3880,0,Card,No,12740.0,4980.0,2025,2025-04
704225,2023-12-09,C100347,Lahore,Online,Shoes,Loafers,2,5480,2720,15,Card,No,9316.0,3876.0,2023,2023-12
700692,2023-09-08,C100181,Peshawar,Online,Jackets,Denim Jacket,2,5580,3450,15,Card,No,9486.0,2586.0,2023,2023-09
704024,2024-03-02,C101808,Karachi,Online,Jeans,Straight Leg Jeans,1,3440,1720,0,Bank Transfer,No,3440.0,1720.0,2024,2024-03
703265,2024-01-27,C101742,Lahore,Store,Jeans,High-Waist Jeans,1,4440,2160,0,COD,No,4440.0,2280.0,2024,2024-01
704870,2024-05-06,C100312,Lahore,Online,Dresses,Wrap Dress,2,3870,1930,15,Wallet,No,6579.0,2719.0,2024,2024-05
700115,2024-02-10,C100246,Islamabad,Online,Jackets,Puffer Jacket,1,6640,3530,0,Card,No,6640.0,3110.0,2024,2024-02
702690,2023-11-23,C100294,Multan,Online,Dresses,Maxi Dress,2,4470,2310,20,COD,Yes,7152.0,2532.0,2023,2023-11
702123,2024-09-13,C101598,Faisalabad,Store,T-Shirts,Polo Shirt,1,2250,1110,0,Card,No,2250.0,1140.0,2024,2024-09
701881,2024-10-08,C100410,Rawalpindi,Store,Jeans,Straight Leg Jeans,1,3210,1800,0,Card,Yes,3210.0,1410.0,2024,2024-10
701382,2025-06-08,C101799,Islamabad,Online,Dresses,Maxi Dress,1,4810,2700,10,Card,No,4329.0,1629.0,2025,2025-06
703327,2025-03-26,C100659,Karachi,Online,Jackets,Bomber Jacket,2,5150,2770,0,COD,No,10300.0,4760.0,2025,2025-03
701726,2023-09-29,C101390,Peshawar,Online,T-Shirts,Polo Shirt,1,2100,1210,0,COD,No,2100.0,890.0,2023,2023-09
704909,2024-04-25,C100606,Multan,Store,Kurtas,Printed Kurta,1,2380,1300,15,Card,No,2023.0,723.0,2024,2024-04
701622,2023-10-07,C100011,Peshawar,Store,Shoes,Loafers,1,5020,2440,0,COD,No,5020.0,2580.0,2023,2023-10
704046,2024-11-21,C102046,Karachi,Online,Shoes,Boots,1,6930,3770,20,Bank Transfer,No,5544.0,1774.0,2024,2024-11
703331,2023-08-16,C101521,Islamabad,Online,Jeans,Ripped Jeans,3,3930,1870,0,COD,No,11790.0,6180.0,2023,2023-08
702093,2023-11-13,C100057,Islamabad,Online,Jeans,Ripped Jeans,1,3780,2070,20,COD,No,3024.0,954.0,2023,2023-11
704787,2023-08-30,C101460,Faisalabad,Online,Dresses,Wrap Dress,1,3890,2110,0,Bank Transfer,No,3890.0,1780.0,2023,2023-08
702549,2025-05-07,C101647,Faisalabad,Store,Kurtas,Festive Kurta,1,4230,2280,10,Card,No,3807.0,1527.0,2025,2025-05
702534,2023-07-08,C101631,Multan,Online,Accessories,Tote Bag,1,1530,900,0,COD,No,1530.0,630.0,2023,2023-07
705010,2025-04-06,C101220,Lahore,Store,T-Shirts,Polo Shirt,1,2340,1080,10,COD,No,2106.0,1026.0,2025,2025-04
701026,2023-11-07,C100105,Rawalpindi,Store,Jackets,Bomber Jacket,2,4970,2420,15,Unknown,No,8449.0,3609.0,2023,2023-11
703225,2024-01-20,C101438,Peshawar,Online,T-Shirts,Polo Shirt,1,2210,1390,0,COD,No,2210.0,820.0,2024,2024-01
703821,2024-07-08,C101695,Islamabad,Store,Kurtas,Cotton Kurta,2,1920,910,0,COD,No,3840.0,2020.0,2024,2024-07
701505,2024-12-20,C100837,Sialkot,Online,Accessories,Tote Bag,2,1620,770,30,COD,No,2268.0,728.0,2024,2024-12
705095,2024-01-08,C101038,Karachi,Online,Jackets,Bomber Jacket,2,5600,3370,0,Wallet,No,11200.0,4460.0,2024,2024-01
704166,2024-06-17,C101715,Unknown,Online,Jeans,Ripped Jeans,1,3930,2410,0,Bank Transfer,No,3930.0,1520.0,2024,2024-06
701014,2024-06-06,C100627,Lahore,Store,Kurtas,Cotton Kurta,2,1910,1160,0,Card,No,3820.0,1500.0,2024,2024-06
702434,2023-09-23,C100882,Peshawar,Store,Dresses,Summer Floral Dress,3,3420,2000,0,COD,No,10260.0,4260.0,2023,2023-09
703286,2023-11-06,C100652,Rawalpindi,Online,Accessories,Leather Belt,2,1190,630,15,Card,No,2023.0,763.0,2023,2023-11
704638,2023-07-23,C101496,Multan,Store,Accessories,Leather Belt,1,1250,800,0,COD,No,1250.0,450.0,2023,2023-07
705081,2023-08-20,C100688,Faisalabad,Online,Jackets,Hooded Jacket,1,4610,2620,0,Card,No,4610.0,1990.0,2023,2023-08
700026,2024-08-19,C101518,Lahore,Online,Dresses,Wrap Dress,1,3920,2280,0,Wallet,Yes,3920.0,1640.0,2024,2024-08
702990,2023-08-28,C102132,Sialkot,Store,Kurtas,Printed Kurta,3,2580,1390,10,Wallet,No,6966.0,2796.0,2023,2023-08
700205,2025-04-12,C101167,Islamabad,Online,T-Shirts,Classic Cotton Tee,3,1240,680,10,COD,No,3348.0,1308.0,2025,2025-04
700589,2024-02-25,C101617,Islamabad,Store,Jeans,High-Waist Jeans,1,4460,2320,0,Wallet,No,4460.0,2140.0,2024,2024-02
703467,2024-11-12,C101282,Karachi,Online,Kurtas,Embroidered Kurta,1,2750,1260,20,Card,Yes,2200.0,940.0,2024,2024-11
700636,2023-10-17,C101683,Karachi,Store,Jackets,Denim Jacket,1,5520,2820,0,Card,Yes,5520.0,2700.0,2023,2023-10
700460,2023-07-18,C100677,Karachi,Store,Accessories,Tote Bag,2,1710,1100,0,Card,No,3420.0,1220.0,2023,2023-07
704909,2024-04-25,C100606,Multan,Store,Jeans,Ripped Jeans,1,3940,1830,0,Card,No,3940.0,2110.0,2024,2024-04
704823,2024-03-13,C101268,Karachi,Online,Jeans,Ripped Jeans,1,3630,2140,10,Card,No,3267.0,1127.0,2024,2024-03
701033,2023-12-06,C101483,Lahore,Store,Jeans,Straight Leg Jeans,1,3430,1920,20,Wallet,No,2744.0,824.0,2023,2023-12
702157,2024-06-22,C101769,Multan,Store,T-Shirts,Oversized Tee,1,1850,1140,15,Card,No,1572.5,432.5,2024,2024-06
704578,2023-08-08,C100710,Sialkot,Online,T-Shirts,Classic Cotton Tee,1,1260,590,0,Card,No,1260.0,670.0,2023,2023-08
705185,2024-10-05,C102148,Faisalabad,Online,Shoes,Sneakers,1,4300,2470,0,COD,No,4300.0,1830.0,2024,2024-10
705128,2024-05-10,C100100,Peshawar,Store,Jeans,Straight Leg Jeans,2,3130,1750,0,COD,No,6260.0,2760.0,2024,2024-05
701501,2024-09-19,C102057,Karachi,Online,T-Shirts,Classic Cotton Tee,3,1250,570,0,COD,No,3750.0,2040.0,2024,2024-09
700593,2025-02-04,C101790,Faisalabad,Store,Dresses,Summer Floral Dress,2,3410,1600,0,Card,No,6820.0,3620.0,2025,2025-02
703327,2025-03-26,C100659,Karachi,Online,Shoes,Loafers,1,5130,2350,15,COD,Yes,4360.5,2010.5,2025,2025-03
705135,2025-06-05,C100033,Karachi,Online,Accessories,Baseball Cap,2,950,580,0,COD,No,1900.0,740.0,2025,2025-06
700195,2023-10-14,C100616,Faisalabad,Online,Jeans,Ripped Jeans,1,3700,2100,15,Card,No,3145.0,1045.0,2023,2023-10
704658,2025-01-28,C101643,Lahore,Store,Jeans,Ripped Jeans,2,4040,1890,10,Wallet,No,7272.0,3492.0,2025,2025-01
701358,2023-08-03,C100431,Faisalabad,Online,Shoes,Sneakers,1,4500,2510,0,Card,No,4500.0,1990.0,2023,2023-08
704291,2025-05-22,C100073,Lahore,Online,Jeans,Ripped Jeans,2,4070,1950,0,Card,No,8140.0,4240.0,2025,2025-05
704478,2023-12-11,C101710,Faisalabad,Online,Kurtas,Embroidered Kurta,1,2940,1330,20,Card,No,2352.0,1022.0,2023,2023-12
702389,2023-12-19,C101865,Multan,Online,Jackets,Denim Jacket,1,5590,3420,15,COD,No,4751.5,1331.5,2023,2023-12
703190,2023-10-08,C100072,Multan,Online,T-Shirts,Polo Shirt,2,2200,1330,15,Card,No,3740.0,1080.0,2023,2023-10
703484,2024-03-26,C100371,Karachi,Online,T-Shirts,Oversized Tee,1,1940,1120,0,Card,No,1940.0,820.0,2024,2024-03
702237,2024-10-15,C100881,Islamabad,Online,T-Shirts,Classic Cotton Tee,2,1150,590,0,Card,No,2300.0,1120.0,2024,2024-10
700616,2025-01-13,C102153,Faisalabad,Online,Accessories,Leather Belt,1,1210,660,0,COD,No,1210.0,550.0,2025,2025-01
703995,2023-12-27,C100975,Islamabad,Online,Accessories,Tote Bag,2,1580,770,0,Card,No,3160.0,1620.0,2023,2023-12
701468,2023-12-29,C101016,Rawalpindi,Store,Shoes,Boots,3,6270,2850,0,COD,No,18810.0,10260.0,2023,2023-12
705006,2024-02-29,C100078,Islamabad,Online,Shoes,Boots,1,6350,3380,10,Wallet,No,5715.0,2335.0,2024,2024-02
703155,2024-12-23,C100203,Unknown,Online,Shoes,Sneakers,2,4470,2470,20,COD,No,7152.0,2212.0,2024,2024-12
703776,2023-08-19,C102058,Lahore,Online,Accessories,Tote Bag,2,1700,1050,15,COD,No,2890.0,790.0,2023,2023-08
703095,2024-03-10,C101836,Lahore,Online,Dresses,Wrap Dress,1,3810,2220,0,COD,No,3810.0,1590.0,2024,2024-03
704473,2024-05-10,C100348,Islamabad,Online,Shoes,Sneakers,2,4340,2760,0,Card,No,8680.0,3160.0,2024,2024-05
700874,2024-04-30,C101990,Lahore,Store,Dresses,Maxi Dress,1,4690,2850,10,Card,No,4221.0,1371.0,2024,2024-04
703970,2025-06-06,C101705,Sialkot,Online,Dresses,Maxi Dress,1,4740,2150,0,Bank Transfer,No,4740.0,2590.0,2025,2025-06
702094,2025-04-17,C100814,Lahore,Online,Accessories,Tote Bag,2,1640,830,10,Card,No,2952.0,1292.0,2025,2025-04
703932,2023-09-22,C101567,Lahore,Online,Shoes,Loafers,1,4940,2610,0,Card,No,4940.0,2330.0,2023,2023-09
702612,2023-07-07,C100708,Karachi,Online,Jackets,Bomber Jacket,2,5120,2660,0,COD,No,10240.0,4920.0,2023,2023-07
702319,2023-11-29,C102066,Islamabad,Online,Jackets,Bomber Jacket,1,5270,3000,20,Card,No,4216.0,1216.0,2023,2023-11
700672,2025-04-14,C102138,Faisalabad,Online,Accessories,Tote Bag,2,1630,990,20,Card,Yes,2608.0,628.0,2025,2025-04
700928,2024-12-02,C101133,Rawalpindi,Online,Accessories,Baseball Cap,2,860,400,20,COD,Yes,1376.0,576.0,2024,2024-12
702528,2025-02-06,C100124,Lahore,Online,Accessories,Baseball Cap,3,940,530,0,Bank Transfer,No,2820.0,1230.0,2025,2025-02
702250,2025-05-01,C101220,Lahore,Online,Accessories,Sunglasses,1,2370,1150,20,COD,No,1896.0,746.0,2025,2025-05
703837,2024-03-14,C101201,Islamabad,Online,Accessories,Baseball Cap,1,940,570,10,COD,No,846.0,276.0,2024,2024-03
704639,2025-05-17,C100089,Islamabad,Store,Shoes,Sneakers,1,4590,2980,15,COD,Yes,3901.5,921.5,2025,2025-05
704112,2024-01-19,C101420,Rawalpindi,Online,T-Shirts,Graphic Print Tee,2,1580,950,10,Wallet,No,2844.0,944.0,2024,2024-01
703876,2025-03-13,C100541,Islamabad,Online,Jackets,Hooded Jacket,2,5150,2590,0,Wallet,No,10300.0,5120.0,2025,2025-03
701350,2025-03-02,C101484,Islamabad,Online,Jackets,Bomber Jacket,2,5110,2950,0,COD,Yes,10220.0,4320.0,2025,2025-03
701338,2024-08-28,C102124,Karachi,Store,Shoes,Loafers,3,5420,3220,0,Wallet,No,16260.0,6600.0,2024,2024-08
703455,2023-09-24,C101618,Sialkot,Online,Jeans,Ripped Jeans,1,3870,1760,0,Card,No,3870.0,2110.0,2023,2023-09
700753,2025-03-26,C101262,Karachi,Online,Accessories,Sunglasses,1,2280,1100,0,COD,No,2280.0,1180.0,2025,2025-03
705060,2023-07-31,C100704,Karachi,Online,Kurtas,Printed Kurta,1,2350,1220,0,Card,No,2350.0,1130.0,2023,2023-07
702443,2024-04-16,C101207,Karachi,Online,Kurtas,Embroidered Kurta,2,2950,1510,20,COD,No,4720.0,1700.0,2024,2024-04
702132,2025-03-09,C102062,Islamabad,Online,Jeans,Slim Fit Jeans,1,3600,1780,0,COD,No,3600.0,1820.0,2025,2025-03
704206,2024-09-23,C102058,Lahore,Online,Accessories,Tote Bag,1,1550,830,10,COD,No,1395.0,565.0,2024,2024-09
703490,2025-03-10,C100786,Faisalabad,Store,Kurtas,Printed Kurta,2,2380,1120,0,Card,No,4760.0,2520.0,2025,2025-03
704923,2024-04-22,C100124,Lahore,Store,Shoes,Loafers,2,5200,3360,20,Card,No,8320.0,1600.0,2024,2024-04
703745,2024-10-04,C101606,Sialkot,Store,T-Shirts,Polo Shirt,3,2370,1080,0,COD,No,7110.0,3870.0,2024,2024-10
704008,2025-04-07,C101368,Lahore,Store,Kurtas,Printed Kurta,2,2460,1340,10,COD,No,4428.0,1748.0,2025,2025-04
704361,2024-05-24,C101101,Karachi,Store,Kurtas,Embroidered Kurta,3,2870,1630,0,Wallet,No,8610.0,3720.0,2024,2024-05
705151,2025-05-28,C101652,Lahore,Store,T-Shirts,Graphic Print Tee,1,1490,810,15,Bank Transfer,No,1266.5,456.5,2025,2025-05
702002,2024-03-13,C101490,Lahore,Online,Jeans,Slim Fit Jeans,1,3560,1610,0,COD,No,3560.0,1950.0,2024,2024-03
700774,2024-03-22,C101386,Rawalpindi,Online,Shoes,Sandals,1,2860,1630,0,COD,Yes,2860.0,1230.0,2024,2024-03
700175,2025-05-16,C100638,Faisalabad,Online,T-Shirts,Graphic Print Tee,1,1470,750,10,COD,No,1323.0,573.0,2025,2025-05
705031,2025-01-30,C100566,Faisalabad,Store,Dresses,Summer Floral Dress,1,3410,2050,0,Card,No,3410.0,1360.0,2025,2025-01
703691,2023-07-30,C100412,Lahore,Online,Accessories,Tote Bag,3,1530,770,0,Bank Transfer,No,4590.0,2280.0,2023,2023-07
704053,2024-05-06,C100726,Lahore,Online,Shoes,Sneakers,1,4710,2230,10,Bank Transfer,No,4239.0,2009.0,2024,2024-05
701670,2023-11-02,C101830,Karachi,Store,Jackets,Bomber Jacket,2,5420,3100,15,COD,No,9214.0,3014.0,2023,2023-11
703554,2023-11-02,C100102,Karachi,Online,Jackets,Bomber Jacket,2,5510,3060,20,COD,No,8816.0,2696.0,2023,2023-11
703520,2023-11-07,C101347,Karachi,Online,Kurtas,Printed Kurta,2,2470,1440,25,COD,No,3705.0,825.0,2023,2023-11
700814,2025-05-08,C101212,Islamabad,Store,Jackets,Puffer Jacket,1,6700,3930,20,COD,Yes,5360.0,1430.0,2025,2025-05
705177,2023-09-20,C100926,Lahore,Online,Accessories,Sunglasses,1,2310,1260,0,Card,No,2310.0,1050.0,2023,2023-09
700544,2023-11-08,C100166,Multan,Online,Jackets,Denim Jacket,1,5470,2930,20,Card,No,4376.0,1446.0,2023,2023-11
702403,2024-08-17,C102193,Lahore,Store,Kurtas,Embroidered Kurta,1,2970,1550,0,Card,No,2970.0,1420.0,2024,2024-08
703715,2023-11-24,C101902,Multan,Online,Accessories,Tote Bag,1,1680,1070,20,COD,No,1344.0,274.0,2023,2023-11
701507,2025-05-21,C100963,Lahore,Online,T-Shirts,Graphic Print Tee,1,1590,750,15,Bank Transfer,Yes,1351.5,601.5,2025,2025-05
704074,2024-02-04,C100296,Sialkot,Store,Accessories,Tote Bag,1,1580,920,0,COD,No,1580.0,660.0,2024,2024-02
702274,2024-05-10,C101415,Faisalabad,Store,Accessories,Tote Bag,2,1530,980,0,Bank Transfer,No,3060.0,1100.0,2024,2024-05
700226,2024-09-11,C100477,Islamabad,Store,T-Shirts,Classic Cotton Tee,3,1230,680,0,Wallet,No,3690.0,1650.0,2024,2024-09
704273,2025-06-24,C100241,Faisalabad,Online,Kurtas,Embroidered Kurta,1,2990,1900,10,COD,No,2691.0,791.0,2025,2025-06
704138,2023-11-26,C101185,Multan,Store,Kurtas,Printed Kurta,1,2460,1480,0,Bank Transfer,No,2460.0,980.0,2023,2023-11
702725,2025-04-19,C100637,Rawalpindi,Store,Shoes,Loafers,1,5610,2620,15,Card,No,4768.5,2148.5,2025,2025-04
703111,2024-04-19,C100166,Multan,Store,Accessories,Leather Belt,1,1280,630,0,Wallet,No,1280.0,650.0,2024,2024-04
701897,2024-04-28,C102021,Lahore,Store,Kurtas,Printed Kurta,2,2400,1400,15,COD,No,4080.0,1280.0,2024,2024-04
703361,2024-05-19,C101020,Peshawar,Online,Kurtas,Festive Kurta,2,4030,2540,0,COD,No,8060.0,2980.0,2024,2024-05
704864,2023-08-12,C100787,Karachi,Store,Accessories,Baseball Cap,3,890,480,0,Card,Yes,2670.0,1230.0,2023,2023-08
705047,2025-03-27,C101118,Karachi,Online,Kurtas,Printed Kurta,2,2330,1510,15,Card,No,3961.0,941.0,2025,2025-03
700663,2024-06-26,C100997,Lahore,Store,Accessories,Baseball Cap,1,970,440,0,COD,No,970.0,530.0,2024,2024-06
701081,2025-03-14,C101289,Islamabad,Online,Jeans,Straight Leg Jeans,1,3230,1780,10,Wallet,No,2907.0,1127.0,2025,2025-03
704963,2024-04-17,C100549,Karachi,Online,Dresses,Bodycon Dress,1,3630,1910,0,Card,No,3630.0,1720.0,2024,2024-04
